"ID","Album","Release Date","Track Number","Track Name","Duration (ms)","Spotify URL"
"MCZ00056","代々木無限大記念日 (Live at 国立代々木競技場 第一体育館 2023.5.17)","2023-08-25","16","BIONIC CHERRY (Live at 国立代々木競技場 第一体育館 2023.5.17)","246863","https://open.spotify.com/track/1g7LZ6GhAboG0A8MpYTx7H"
"MCZ00057","代々木無限大記念日 (Live at 国立代々木競技場 第一体育館 2023.5.17)","2023-08-25","17","コノウタ (Live at 国立代々木競技場 第一体育館 2023.5.17)","320099","https://open.spotify.com/track/4yHv2VuvoqyLqhacogSjQ0"
"MCZ00058","代々木無限大記念日 (Live at 国立代々木競技場 第一体育館 2023.5.17)","2023-08-25","18","ツヨクツヨク (Live at 国立代々木競技場 第一体育館 2023.5.17)","243503","https://open.spotify.com/track/0qsBYqERdL7RDcljO1aUCr"
"MCZ00059","代々木無限大記念日 (Live at 国立代々木競技場 第一体育館 2023.5.17)","2023-08-25","19","クローバーとダイヤモンド (Live at 国立代々木競技場 第一体育館 2023.5.17)","318646","https://open.spotify.com/track/43v26krQs8wmIt6rjW67Ew"
"MCZ00060","代々木無限大記念日 (Live at 国立代々木競技場 第一体育館 2023.5.17)","2023-08-25","20","スターダストセレナーデ (Live at 国立代々木競技場 第一体育館 2023.5.17)","267379","https://open.spotify.com/track/5c6xWcmsZUeiUGKUcuUyge"
"MCZ00061","代々木無限大記念日 (Live at 国立代々木競技場 第一体育館 2023.5.17)","2023-08-25","21","Downtown Momoclo Band紹介 (Live at 国立代々木競技場 第一体育館 2023.5.17)","173560","https://open.spotify.com/track/2ImtGpKMOr4GW5Zlf3f16T"
"MCZ00062","代々木無限大記念日 (Live at 国立代々木競技場 第一体育館 2023.5.17)","2023-08-25","22","走れ! -ZZ ver.- (Live at 国立代々木競技場 第一体育館 2023.5.17)","291897","https://open.spotify.com/track/1oR2jf7xpKP67CFcPuSbAG"
"MCZ00063","代々木無限大記念日 (Live at 国立代々木競技場 第一体育館 2023.5.17)","2023-08-25","23","ヒカリミチ (Live at 国立代々木競技場 第一体育館 2023.5.17)","295694","https://open.spotify.com/track/7mKWxiojibuKABT8yA5XPs"
"MCZ00064","代々木無限大記念日 (Live at 国立代々木競技場 第一体育館 2023.5.17)","2023-08-25","24","いちごいちえ (Live at 国立代々木競技場 第一体育館 2023.5.17)","255205","https://open.spotify.com/track/0utr0rXsNyn600rPqCsQSK"
"MCZ00065","代々木無限大記念日 (Live at 国立代々木競技場 第一体育館 2023.5.17)","2023-08-25","25","あの空へ向かって (Live at 国立代々木競技場 第一体育館 2023.5.17)","309007","https://open.spotify.com/track/5P2ZyzhDPSpJYmVeWeXWDN"
"MCZ00413","僕等のセンチュリー","2012-12-24","1","僕等のセンチュリー","286840","https://open.spotify.com/track/4yoYHwxX7gu5bRYdxFh9kZ"
"MCZ00414","僕等のセンチュリー","2012-12-24","2","空のカーテン","363880","https://open.spotify.com/track/0wYzJis1KZux3WMn3Kj5aP"
"MCZ00430","労働讃歌","2011-11-23","1","労働讃歌","277533","https://open.spotify.com/track/1SRXDJBo16PCnBiFh1hPrW"
"MCZ00431","労働讃歌","2011-11-23","2","サンタさん","288226","https://open.spotify.com/track/6v2Es1LJ2Ncs1vbByWHxaL"
"MCZ00432","労働讃歌","2011-11-23","3","BIONIC CHERRY","244680","https://open.spotify.com/track/4fOD1i1o8GazByi38XR7gE"
"MCZ00324","吼えろ 2021","2021-07-02","1","吼えろ 2021","261932","https://open.spotify.com/track/5hSPcIoXyAMn8qkhxi0dI6"
"MCZ00379","夢の浮世に咲いてみな【KISS盤】","2015-01-28","1","夢の浮世に咲いてみな","280533","https://open.spotify.com/track/1vosrRK5XYM7WbYtcB2Rq4"
"MCZ00380","夢の浮世に咲いてみな【KISS盤】","2015-01-28","2","Rock and Roll All Nite","257933","https://open.spotify.com/track/209NHlMqfRIhHyjjwqJMwW"
"MCZ00381","夢の浮世に咲いてみな【KISS盤】","2015-01-28","3","SAMURAI SON","275520","https://open.spotify.com/track/5v1m8UxfpShueqo7mJw42h"
"MCZ00382","夢の浮世に咲いてみな【KISS盤】","2015-01-28","4","夢の浮世に咲いてみな(off vocal ver.)","279866","https://open.spotify.com/track/3fUTYGaclQNytIZdH4Vm90"
"MCZ00383","夢の浮世に咲いてみな【KISS盤】","2015-01-28","5","Rock and Roll All Nite(off vocal ver.)","257933","https://open.spotify.com/track/0sSGGequA4jDiPSJt87b5j"
"MCZ00384","夢の浮世に咲いてみな【KISS盤】","2015-01-28","6","SAMURAI SON(off vocal ver.)","274346","https://open.spotify.com/track/0iQHQNxufHSX7RzSJh9zy7"
"MCZ00375","夢の浮世に咲いてみな【ももクロ盤】","2015-01-28","1","夢の浮世に咲いてみな","280533","https://open.spotify.com/track/6T1zxOOOCCCgSqInLkUXyh"
"MCZ00376","夢の浮世に咲いてみな【ももクロ盤】","2015-01-28","2","Rock and Roll All Nite","258933","https://open.spotify.com/track/59RKyYCK8HZqMODm72x9Rn"
"MCZ00377","夢の浮世に咲いてみな【ももクロ盤】","2015-01-28","3","夢の浮世に咲いてみな(off vocal ver.)","279866","https://open.spotify.com/track/5F4c2AoqqgL1WehG2iylyz"
"MCZ00378","夢の浮世に咲いてみな【ももクロ盤】","2015-01-28","4","Rock and Roll All Nite(off vocal ver.)","257266","https://open.spotify.com/track/13HgbJ0CyauhsZwBoSRJBH"
"MCZ00343","天国のでたらめ","2018-10-12","1","天国のでたらめ","308025","https://open.spotify.com/track/2zesLdbGRGebqKfrWI3Ia1"
"MCZ00353","天国の名前/ヘンな期待しちゃ駄目だよ…?(ハート)","2017-12-13","1","天国の名前","289546","https://open.spotify.com/track/6ikyQmnZyDf1k5ZBDcAK1Q"
"MCZ00354","天国の名前/ヘンな期待しちゃ駄目だよ…?(ハート)","2017-12-13","2","ヘンな期待しちゃ駄目だよ…?","271653","https://open.spotify.com/track/7E3psSABpP1kx7OidzKrtg"
"MCZ00355","天国の名前/ヘンな期待しちゃ駄目だよ…?(ハート)","2017-12-13","3","トリック･オア･ドリーム","259919","https://open.spotify.com/track/2j4gWnp98FrU28v7CL14uV"
"MCZ00356","天国の名前/ヘンな期待しちゃ駄目だよ…?(ハート)","2017-12-13","4","天国の名前(off vocal ver.)","289533","https://open.spotify.com/track/75X8Yx9UfKbTyLOBAaaTy0"
"MCZ00357","天国の名前/ヘンな期待しちゃ駄目だよ…?(ハート)","2017-12-13","5","ヘンな期待しちゃ駄目だよ…?(off vocal ver.)","271653","https://open.spotify.com/track/0Ejl4rb3rI9FUjwhxFT9YL"
"MCZ00358","天国の名前/ヘンな期待しちゃ駄目だよ…?(ハート)","2017-12-13","6","トリック･オア･ドリーム(off vocal ver.)","259906","https://open.spotify.com/track/5aKFFUyP3o0e98LpNwMU6q"
"MCZ00130","月色Chainon (ももいろクローバーZ盤)","2021-01-13","1","月色Chainon ももいろクローバーZ ver.","264293","https://open.spotify.com/track/71X6px5dkT3YJced4x8OuG"
"MCZ00131","月色Chainon (ももいろクローバーZ盤)","2021-01-13","2","ムーンライト伝説 -ZZ ver.-","172186","https://open.spotify.com/track/1xfS9DHMjzhRpxXsSiIywG"
"MCZ00132","月色Chainon (ももいろクローバーZ盤)","2021-01-13","3","Moon Revenge -ZZ ver.-","265760","https://open.spotify.com/track/2RYuo3qxvyIqw6iLxPOcAi"
"MCZ00133","月色Chainon (ももいろクローバーZ盤)","2021-01-13","4","タキシード・ミラージュ -ZZ ver.-","215426","https://open.spotify.com/track/0FuM6dAmIKLszatRYG6TYf"
"MCZ00134","月色Chainon (ももいろクローバーZ盤)","2021-01-13","5","MOON PRIDE -ZZ ver.-","222520","https://open.spotify.com/track/6k8VdeKtTGut1VRfGIcADS"
"MCZ00135","月色Chainon (ももいろクローバーZ盤)","2021-01-13","6","月虹 -ZZ ver.-","262493","https://open.spotify.com/track/1FLNJ8LlF6I94CmTeQv1wu"
"MCZ00136","月色Chainon (ももいろクローバーZ盤)","2021-01-13","7","ニュームーンに恋して -ZZ ver.-","269760","https://open.spotify.com/track/3iscPyj0K2gwL0md7Ekolg"
"MCZ00137","月色Chainon (ももいろクローバーZ盤)","2021-01-13","8","月色Chainon (off vocal ver.)","261453","https://open.spotify.com/track/4gC2g644qnwcPhSVgihKB8"
"MCZ00177","桃も十、番茶も出花","2018-05-23","1","ももいろパンチ","263692","https://open.spotify.com/track/4QcD6KuxPYx30A4oEMVbiR"
"MCZ00188","桃も十、番茶も出花","2018-05-23","1","Neo STARGATE","498505","https://open.spotify.com/track/62I4VqOmr6Ub1tomOIulPh"
"MCZ00178","桃も十、番茶も出花","2018-05-23","2","未来へススメ!","246865","https://open.spotify.com/track/1wIn0p0fugcG7WOzO8BnjG"
"MCZ00189","桃も十、番茶も出花","2018-05-23","2","BIRTH 0 BIRTH","300959","https://open.spotify.com/track/6KGErCM3Mb19wBD8i6Tdjj"
"MCZ00179","桃も十、番茶も出花","2018-05-23","3","行くぜっ!怪盗少女","226945","https://open.spotify.com/track/5scvZE0g7YTc4DeQ0GI7bA"
"MCZ00190","桃も十、番茶も出花","2018-05-23","3","GOUNN","343719","https://open.spotify.com/track/5Dw0nWC8b8rRj987lIbBk4"
"MCZ00180","桃も十、番茶も出花","2018-05-23","4","ピンキージョーンズ","252065","https://open.spotify.com/track/5EQSsnEDS4FmMGAVqD3PL4"
"MCZ00191","桃も十、番茶も出花","2018-05-23","4","泣いてもいいんだよ","304985","https://open.spotify.com/track/3LL62eiq2mTs8arlGx96ed"
"MCZ00181","桃も十、番茶も出花","2018-05-23","5","ミライボウル","264959","https://open.spotify.com/track/1Uy23bjtXe0O8maEOIlhfS"
"MCZ00192","桃も十、番茶も出花","2018-05-23","5","MOON PRIDE","221479","https://open.spotify.com/track/3seqKGlE2t491MHIdjr1Ns"
"MCZ00182","桃も十、番茶も出花","2018-05-23","6","Z伝説 ～終わりなき革命～","306972","https://open.spotify.com/track/73rmzPM1ldBb6jXjOg23gE"
"MCZ00193","桃も十、番茶も出花","2018-05-23","6","夢の浮世に咲いてみな","278452","https://open.spotify.com/track/05ix3sdjJiQ6auVxPHONMY"
"MCZ00183","桃も十、番茶も出花","2018-05-23","7","D'の純情","254732","https://open.spotify.com/track/3YVHHGHWeGhuREjQQvwM3J"
"MCZ00194","桃も十、番茶も出花","2018-05-23","7","青春賦","314505","https://open.spotify.com/track/2btOJe4gk5QVdFsjEX0c72"
"MCZ00184","桃も十、番茶も出花","2018-05-23","8","労働讃歌","277412","https://open.spotify.com/track/3vcpKse0KJyShVrKzefv9z"
"MCZ00195","桃も十、番茶も出花","2018-05-23","8","『Z』の誓い","287812","https://open.spotify.com/track/0lA2BHJMxcc2s0xyha8UHz"
"MCZ00185","桃も十、番茶も出花","2018-05-23","9","猛烈宇宙交響曲・第七楽章「無限の愛」","311252","https://open.spotify.com/track/5gm1t6MOoxPuJF6lnTWXxt"
"MCZ00196","桃も十、番茶も出花","2018-05-23","9","WE ARE BORN","257785","https://open.spotify.com/track/7MvNuSOrg3UmQShYW1JCGr"
"MCZ00186","桃も十、番茶も出花","2018-05-23","10","Z女戦争","415305","https://open.spotify.com/track/1dJjAQcpKrFVSh0SlURh6X"
"MCZ00197","桃も十、番茶も出花","2018-05-23","10","マホロバケーション","266732","https://open.spotify.com/track/4zJCtgqm94iKsmUUm98TKD"
"MCZ00187","桃も十、番茶も出花","2018-05-23","11","サラバ、愛しき悲しみたちよ","298452","https://open.spotify.com/track/33xBMiZ0lzXzuvWvab1w7i"
"MCZ00198","桃も十、番茶も出花","2018-05-23","11","ザ・ゴールデン・ヒストリー","300119","https://open.spotify.com/track/5nssDRK5Yq4VwRQOsT0J8F"
"MCZ00199","桃も十、番茶も出花","2018-05-23","12","BLAST!","334039","https://open.spotify.com/track/6KlaXtTvKOEfQw0IVFjhxJ"
"MCZ00200","桃も十、番茶も出花","2018-05-23","13","笑一笑 ～シャオイーシャオ!～","280012","https://open.spotify.com/track/1ooWLw302ogeLhAssaDbtr"
"MCZ00201","桃も十、番茶も出花","2018-05-23","14","クローバーとダイヤモンド","299105","https://open.spotify.com/track/5j6xRq3ow8F5FydSQ3xeE0"
"MCZ00403","泣いちゃいそう冬/鋼の意志","2013-12-23","1","泣いちゃいそう冬","262453","https://open.spotify.com/track/4QFeDr6GimCR4q0rdDinXJ"
"MCZ00404","泣いちゃいそう冬/鋼の意志","2013-12-23","2","鋼の意志","339293","https://open.spotify.com/track/7puiW4CC5XyUvor2sKKdZR"
"MCZ00405","泣いちゃいそう冬/鋼の意志","2013-12-23","3","泣いちゃいそう冬 (off vocal ver.)","261800","https://open.spotify.com/track/2LbG0WnuzZ8dCySx3K8c9Z"
"MCZ00406","泣いちゃいそう冬/鋼の意志","2013-12-23","4","鋼の意志 (off vocal ver.)","341226","https://open.spotify.com/track/0MbW8lfwlC7AlTr42cS9Pr"
"MCZ00397","泣いてもいいんだよ","2014-05-08","1","泣いてもいいんだよ","304773","https://open.spotify.com/track/7qyGjLDvaELcJIml3H1tTF"
"MCZ00398","泣いてもいいんだよ","2014-05-08","2","堂々平和宣言","219386","https://open.spotify.com/track/2t1l9LF3i8zdjcO06P2uZT"
"MCZ00399","泣いてもいいんだよ","2014-05-08","3","My Dear Fellow","248413","https://open.spotify.com/track/6fg9i7dhcOWR1uIugoeF2u"
"MCZ00400","泣いてもいいんだよ","2014-05-08","4","泣いてもいいんだよ(off vocal ver.)","304093","https://open.spotify.com/track/40CP1oIfMill6m8wsUn5ba"
"MCZ00401","泣いてもいいんだよ","2014-05-08","5","堂々平和宣言(off vocal ver.)","219386","https://open.spotify.com/track/2SodHDFiSKqBDYHVM1eKiT"
"MCZ00402","泣いてもいいんだよ","2014-05-08","6","My Dear Fellow(off vocal ver.)","250333","https://open.spotify.com/track/4o8MpPfftQiRIQf9ZNOPGV"
"MCZ00425","猛烈宇宙交響曲･第七楽章｢無限の愛｣","2012-03-07","1","猛烈宇宙交響曲･第七楽章｢無限の愛｣","311533","https://open.spotify.com/track/5ipdKJKoH1OFZysw3sy6hE"
"MCZ00426","猛烈宇宙交響曲･第七楽章｢無限の愛｣","2012-03-07","2","LOST CHILD","300026","https://open.spotify.com/track/7ann4JzJ3nsJ8CwircY27j"
"MCZ00427","猛烈宇宙交響曲･第七楽章｢無限の愛｣","2012-03-07","3","DNA狂詩曲","255893","https://open.spotify.com/track/288zIGOjYWSOKYxELF5VCY"
"MCZ00120","田中将大","2021-02-24","1","overture ～ももいろクローバーZ参上!!～","96185","https://open.spotify.com/track/0GVIXOnvGKXkVqDuoDNuVj"
"MCZ00121","田中将大","2021-02-24","2","走れ! -ZZ ver.-","282239","https://open.spotify.com/track/0TT5msJUaOP3UWovCuQdWi"
"MCZ00122","田中将大","2021-02-24","3","DNA狂詩曲 -ZZ ver.-","260945","https://open.spotify.com/track/3xWQCoXl1lBSGkLp7znzjc"
"MCZ00123","田中将大","2021-02-24","4","My Dear Fellow -ZZ ver.-","248639","https://open.spotify.com/track/4TDTJ2p37Vb4BcunybI5Ro"
"MCZ00124","田中将大","2021-02-24","5","勝手に君に -ZZ ver.-","282225","https://open.spotify.com/track/1tKMVDwT8pN2xGRrWTF2PK"
"MCZ00125","田中将大","2021-02-24","6","GET Z, GO!!!! -ZZ ver.-","274132","https://open.spotify.com/track/1wDhIzepS66uf76RjXkYoP"
"MCZ00126","田中将大","2021-02-24","7","何時だって挑戦者 -ZZ ver.-","275919","https://open.spotify.com/track/1bgwaQXRz9Pn4bKLCYlUlU"
"MCZ00127","田中将大","2021-02-24","8","吼えろ","261745","https://open.spotify.com/track/2EFkCxJUxbsrozBHMP0HrM"
"MCZ00128","田中将大","2021-02-24","9","背番号","208252","https://open.spotify.com/track/04uQ4l2Id8MFNpI7b6keWM"
"MCZ00129","田中将大","2021-02-24","10","On Your Mark/ももいろクローバーZ with ファンキー加藤","244572","https://open.spotify.com/track/0Z3wKCw4X8WyT8mYkdu3K9"
"MCZ00428","白い風","2011-12-25","1","白い風","253160","https://open.spotify.com/track/70zBQkM8iOWeExDVal5kxZ"
"MCZ00429","白い風","2011-12-25","2","We are UFI!!!","301813","https://open.spotify.com/track/6uClv76EVgsgjou2Y31L3Z"
"MCZ00230","白金の夜明け","2016-02-17","1","個のA、始まりのZ -prologue-","152173","https://open.spotify.com/track/0agC9bw67YM7x33iwo1JmI"
"MCZ00231","白金の夜明け","2016-02-17","2","桃源郷","282306","https://open.spotify.com/track/0OWNQDImjpHg5QFJmsrhkG"
"MCZ00232","白金の夜明け","2016-02-17","3","白金の夜明け","368306","https://open.spotify.com/track/3uioAkJsa1aSRl1pgCPe72"
"MCZ00233","白金の夜明け","2016-02-17","4","マホロバケーション","269506","https://open.spotify.com/track/56WU7iqUYfl1on4QWuciHp"
"MCZ00234","白金の夜明け","2016-02-17","5","夢の浮世に咲いてみな","280746","https://open.spotify.com/track/6Uu1JmsdNP1KS2dQkvVygQ"
"MCZ00235","白金の夜明け","2016-02-17","6","ROCK THE BOAT","185586","https://open.spotify.com/track/5iRdeanS1OMzpoYhSqL5de"
"MCZ00236","白金の夜明け","2016-02-17","7","希望の向こうへ","316866","https://open.spotify.com/track/4hBcQGsc2eLTRYKuC0YzyI"
"MCZ00237","白金の夜明け","2016-02-17","8","カントリーローズ -時の旅人-","329440","https://open.spotify.com/track/2MNtEUu93SOJdXAdO46hID"
"MCZ00238","白金の夜明け","2016-02-17","9","イマジネーション","280333","https://open.spotify.com/track/19aa9qVJValQqhyHPBGFhC"
"MCZ00239","白金の夜明け","2016-02-17","10","MOON PRIDE","222360","https://open.spotify.com/track/6XprapJCbrNFXtysmWjJt8"
"MCZ00240","白金の夜明け","2016-02-17","11","『Z』の誓い","289613","https://open.spotify.com/track/4wLpua1eURyDMyvS4jWsPt"
"MCZ00241","白金の夜明け","2016-02-17","12","愛を継ぐもの","246400","https://open.spotify.com/track/0WulB5zZhDs1ccEUpHUXhw"
"MCZ00242","白金の夜明け","2016-02-17","13","もっ黒ニナル果て","246066","https://open.spotify.com/track/3eLNbSJWAbt5OShHmjCQ4l"
"MCZ00243","白金の夜明け","2016-02-17","14","桃色空","338360","https://open.spotify.com/track/3PlPJ4oZoOEBqxmgP0KHJV"
"MCZ00093","祝典","2022-05-17","1","Opening Ceremony -阿-","106253","https://open.spotify.com/track/4tkglaadH2RtJc12pclhqe"
"MCZ00094","祝典","2022-05-17","2","PLAY!","223093","https://open.spotify.com/track/5ePFTT8NgT8nPyTzZ9wRn9"
"MCZ00095","祝典","2022-05-17","3","ダンシングタンク♡","199093","https://open.spotify.com/track/5NCCWRZSPMFKiyaSRTTj1Q"
"MCZ00096","祝典","2022-05-17","4","MYSTERION","241280","https://open.spotify.com/track/5rIPB3cpy9uHPr8IOEFY8G"
"MCZ00097","祝典","2022-05-17","5","満漢全席","225866","https://open.spotify.com/track/0PfROaU8vMF5pYZdp4bPaF"
"MCZ00098","祝典","2022-05-17","6","BUTTOBI!","244800","https://open.spotify.com/track/3SY82cABpWYpq0dF2yqr2D"
"MCZ00099","祝典","2022-05-17","7","ショービズ","236053","https://open.spotify.com/track/68XciEBBih6OPPD9KkuQHx"
"MCZ00100","祝典","2022-05-17","8","HAND","217240","https://open.spotify.com/track/4XbhUsgR0mZPi1d29kRyot"
"MCZ00101","祝典","2022-05-17","9","Intermission -闍-","67000","https://open.spotify.com/track/38BHnSnaLlMKlJRIs9P4C0"
"MCZ00102","祝典","2022-05-17","10","momo","283133","https://open.spotify.com/track/4i8QsrhWLgqGdFQHXO1Pk5"
"MCZ00103","祝典","2022-05-17","11","なんとなく最低な日々","254493","https://open.spotify.com/track/5yvPNQ5yrBqbyBxQSgeWSu"
"MCZ00104","祝典","2022-05-17","12","stay gold","216466","https://open.spotify.com/track/1ilI9Pos1yMJuMjWRoFSkv"
"MCZ00105","祝典","2022-05-17","13","月色Chainon ももいろクローバーZ ver.","261133","https://open.spotify.com/track/0ClJQzUUV1b0UZzLf6iYCI"
"MCZ00106","祝典","2022-05-17","14","孤独の中で鳴るBeatっ！","277493","https://open.spotify.com/track/5x4ZnYYupATEZ6UfjiP2dh"
"MCZ00107","祝典","2022-05-17","15","手紙","323240","https://open.spotify.com/track/5THuVqlOZsE1UgUj8RH8zI"
"MCZ00108","祝典","2022-05-17","16","また逢う日まで","178973","https://open.spotify.com/track/097jGKoVnzblIYV39qGxp2"
"MCZ00109","祝典","2022-05-17","17","Closing Session -梨-","77786","https://open.spotify.com/track/2VRZ093wEUENgHrbbQH330"
"MCZ00352","笑一笑 ～シャオイーシャオ!～","2018-04-11","1","笑一笑　～シャオイーシャオ！～","279773","https://open.spotify.com/track/5MxjNwjjBW9PtYreT0bV2B"
"MCZ00346","笑一笑 ～シャオイーシャオ!～ (しんちゃん盤)","2018-04-11","1","笑一笑 ～シャオイーシャオ!～","279773","https://open.spotify.com/track/3kfZzSyczOmGAaMBFfhfrT"
"MCZ00347","笑一笑 ～シャオイーシャオ!～ (しんちゃん盤)","2018-04-11","2","チントンシャン!","266706","https://open.spotify.com/track/3HX5Y3EzSZdEr5Z5uLQcIN"
"MCZ00348","笑一笑 ～シャオイーシャオ!～ (しんちゃん盤)","2018-04-11","3","パカッポでGO!","265759","https://open.spotify.com/track/1eAdE5FSctqndRuQDiqo6q"
"MCZ00349","笑一笑 ～シャオイーシャオ!～ (しんちゃん盤)","2018-04-11","4","笑一笑 ～シャオイーシャオ!～ - off vocal ver.","279773","https://open.spotify.com/track/24nuXr2DsBQeUpxGrhnUac"
"MCZ00350","笑一笑 ～シャオイーシャオ!～ (しんちゃん盤)","2018-04-11","5","チントンシャン! - off vocal ver.","266706","https://open.spotify.com/track/3C9gaYvWgPoa8bTgKGhxzS"
"MCZ00351","笑一笑 ～シャオイーシャオ!～ (しんちゃん盤)","2018-04-11","6","パカッポでGO! - off vocal ver.","260906","https://open.spotify.com/track/23Cqi2OJhnsjhpzwjcyH8W"
"MCZ00439","行くぜっ! 怪盗少女 / 走れ! (2025 REMIX)","2010-05-05","1","行くぜっ! 怪盗少女 - 2025 REMIX","227000","https://open.spotify.com/track/6cm22Yo38X6cGmDOO6Wf5v"
"MCZ00440","行くぜっ! 怪盗少女 / 走れ! (2025 REMIX)","2010-05-05","2","走れ! - 2025 REMIX","275000","https://open.spotify.com/track/3ZBeE72Ks7dyLbWIi3lXu7"
"MCZ00441","行くぜっ！怪盗少女","2010-01-01","1","行くぜっ!怪盗少女","226133","https://open.spotify.com/track/7H6LXMHH7EFesfQxeBHafZ"
"MCZ00442","行くぜっ！怪盗少女","2010-01-01","2","走れ!","273373","https://open.spotify.com/track/45R1m5osIXo92tgY1eHTeW"
"MCZ00443","行くぜっ！怪盗少女","2010-01-01","3","行くぜっ!怪盗少女 - Off Vocal ver.","225600","https://open.spotify.com/track/1gpvuvoqjsbgCwIxsWMhp6"
"MCZ00444","行くぜっ！怪盗少女","2010-01-01","4","走れ! - Off Vocal ver.","273666","https://open.spotify.com/track/15auEvPTS5QaDdJFV3q5gp"
"MCZ00309","誓い未来","2023-10-27","1","誓い未来","272492","https://open.spotify.com/track/0aCWdEBTBmhMlfk5JSCvjw"
"MCZ00258","青春賦","2015-03-11","1","青春賦","316986","https://open.spotify.com/track/76znv8pdBAELA8AVtsMd8b"
"MCZ00259","青春賦","2015-03-11","2","走れ! -Zver.-","285786","https://open.spotify.com/track/40F5SISB02soqzmvCbMaCM"
"MCZ00260","青春賦","2015-03-11","3","行く春来る春","301293","https://open.spotify.com/track/0RxnNvxgw7lk6XV7RHynBI"
"MCZ00261","青春賦","2015-03-11","4","Link Link","314280","https://open.spotify.com/track/09CPXCb0dV8w8R2UPJAWRz"
"MCZ00262","青春賦","2015-03-11","5","青春賦(off vocal ver.)","316333","https://open.spotify.com/track/6oUd3ckz5YPtmPAvZLyYP7"
"MCZ00263","青春賦","2015-03-11","6","走れ! -Zver.-(off vocal ver.)","285786","https://open.spotify.com/track/5NwF1tPHUDigk5CDKrbMW8"
"MCZ00264","青春賦","2015-03-11","7","行く春来る春(off vocal ver.)","301293","https://open.spotify.com/track/2HrIBu0BRdOuVci1OPK6lt"
"MCZ00265","青春賦","2015-03-11","8","Link Link(off vocal ver.)","312120","https://open.spotify.com/track/6E43MGJpEuayE33FQIEzS4"
